z,a,t_Gyr,H_norm,Lambda_norm,w,OmL_eff
2.2073,0.311787,2.9300,3.234163,0.830173,-1.188724,0.055623
2.2057,0.311948,2.9323,3.231816,0.830416,-1.188734,0.055720
2.2040,0.312110,2.9345,3.229472,0.830660,-1.188743,0.055818
2.2023,0.312271,2.9368,3.227133,0.830903,-1.188752,0.055915
2.2007,0.312433,2.9390,3.224797,0.831146,-1.188761,0.056012
2.1990,0.312594,2.9412,3.222465,0.831389,-1.188770,0.056110
2.1974,0.312756,2.9435,3.220136,0.831632,-1.188778,0.056207
2.1957,0.312917,2.9457,3.217811,0.831875,-1.188787,0.056305
2.1941,0.313078,2.9479,3.215490,0.832118,-1.188795,0.056403
2.1924,0.313240,2.9502,3.213172,0.832361,-1.188803,0.056501
2.1908,0.313401,2.9524,3.210858,0.832604,-1.188811,0.056599
2.1892,0.313562,2.9546,3.208548,0.832846,-1.188819,0.056697
2.1875,0.313723,2.9569,3.206241,0.833089,-1.188827,0.056795
2.1859,0.313884,2.9591,3.203938,0.833331,-1.188834,0.056893
2.1843,0.314046,2.9613,3.201638,0.833574,-1.188842,0.056992
2.1826,0.314207,2.9636,3.199342,0.833816,-1.188849,0.057090
2.1810,0.314368,2.9658,3.197049,0.834058,-1.188856,0.057188
2.1794,0.314529,2.9680,3.194761,0.834300,-1.188863,0.057287
2.1777,0.314690,2.9703,3.192475,0.834542,-1.188870,0.057386
2.1761,0.314851,2.9725,3.190194,0.834784,-1.188877,0.057485
2.1745,0.315012,2.9747,3.187915,0.835026,-1.188883,0.057583
2.1729,0.315173,2.9770,3.185641,0.835268,-1.188890,0.057682
2.1712,0.315334,2.9792,3.183370,0.835509,-1.188896,0.057781
2.1696,0.315494,2.9815,3.181102,0.835751,-1.188902,0.057881
2.1680,0.315655,2.9837,3.178838,0.835992,-1.188908,0.057980
2.1664,0.315816,2.9859,3.176577,0.836233,-1.188914,0.058079
2.1648,0.315977,2.9882,3.174320,0.836474,-1.188920,0.058178
2.1632,0.316137,2.9904,3.172067,0.836716,-1.188925,0.058278
2.1616,0.316298,2.9926,3.169816,0.836957,-1.188931,0.058378
2.1600,0.316459,2.9949,3.167570,0.837198,-1.188936,0.058477
2.1584,0.316619,2.9971,3.165327,0.837438,-1.188941,0.058577
2.1568,0.316780,2.9993,3.163087,0.837679,-1.188946,0.058677
2.1552,0.316941,3.0016,3.160851,0.837920,-1.188951,0.058777
2.1536,0.317101,3.0038,3.158618,0.838160,-1.188955,0.058877
2.1520,0.317262,3.0060,3.156389,0.838401,-1.188960,0.058977
2.1504,0.317422,3.0083,3.154163,0.838641,-1.188964,0.059077
2.1488,0.317582,3.0105,3.151940,0.838881,-1.188969,0.059177
2.1472,0.317743,3.0127,3.149721,0.839121,-1.188973,0.059278
2.1456,0.317903,3.0150,3.147505,0.839362,-1.188977,0.059378
2.1440,0.318063,3.0172,3.145293,0.839602,-1.188980,0.059479
2.1424,0.318224,3.0194,3.143084,0.839841,-1.188984,0.059579
2.1409,0.318384,3.0217,3.140879,0.840081,-1.188988,0.059680
2.1393,0.318544,3.0239,3.138677,0.840321,-1.188991,0.059781
2.1377,0.318704,3.0262,3.136478,0.840560,-1.188994,0.059882
2.1361,0.318865,3.0284,3.134282,0.840800,-1.188997,0.059983
2.1346,0.319025,3.0306,3.132090,0.841039,-1.189000,0.060084
2.1330,0.319185,3.0329,3.129902,0.841279,-1.189003,0.060185
2.1314,0.319345,3.0351,3.127716,0.841518,-1.189006,0.060286
2.1298,0.319505,3.0373,3.125534,0.841757,-1.189008,0.060388
2.1283,0.319665,3.0396,3.123356,0.841996,-1.189011,0.060489
2.1267,0.319825,3.0418,3.121180,0.842235,-1.189013,0.060591
2.1251,0.319985,3.0440,3.119008,0.842474,-1.189015,0.060692
2.1236,0.320145,3.0463,3.116839,0.842712,-1.189017,0.060794
2.1220,0.320305,3.0485,3.114674,0.842951,-1.189019,0.060896
2.1205,0.320465,3.0507,3.112512,0.843190,-1.189020,0.060998
2.1189,0.320624,3.0530,3.110353,0.843428,-1.189022,0.061100
2.1174,0.320784,3.0552,3.108197,0.843666,-1.189023,0.061202
2.1158,0.320944,3.0574,3.106045,0.843905,-1.189025,0.061304
2.1143,0.321104,3.0597,3.103896,0.844143,-1.189026,0.061406
2.1127,0.321263,3.0619,3.101750,0.844381,-1.189027,0.061509
2.1112,0.321423,3.0641,3.099607,0.844619,-1.189028,0.061611
2.1096,0.321583,3.0664,3.097468,0.844857,-1.189028,0.061714
2.1081,0.321742,3.0686,3.095332,0.845094,-1.189029,0.061816
2.1065,0.321902,3.0709,3.093199,0.845332,-1.189029,0.061919
2.1050,0.322061,3.0731,3.091069,0.845570,-1.189029,0.062022
2.1035,0.322221,3.0753,3.088943,0.845807,-1.189030,0.062124
2.1019,0.322380,3.0776,3.086820,0.846044,-1.189030,0.062227
2.1004,0.322540,3.0798,3.084700,0.846282,-1.189029,0.062330
2.0989,0.322699,3.0820,3.082583,0.846519,-1.189029,0.062434
2.0973,0.322859,3.0843,3.080469,0.846756,-1.189029,0.062537
2.0958,0.323018,3.0865,3.078359,0.846993,-1.189028,0.062640
2.0943,0.323177,3.0887,3.076251,0.847230,-1.189027,0.062743
2.0928,0.323337,3.0910,3.074147,0.847467,-1.189027,0.062847
2.0912,0.323496,3.0932,3.072046,0.847703,-1.189026,0.062951
2.0897,0.323655,3.0954,3.069948,0.847940,-1.189024,0.063054
2.0882,0.323814,3.0977,3.067853,0.848177,-1.189023,0.063158
2.0867,0.323974,3.0999,3.065762,0.848413,-1.189022,0.063262
2.0852,0.324133,3.1021,3.063673,0.848649,-1.189020,0.063366
2.0836,0.324292,3.1044,3.061588,0.848885,-1.189019,0.063470
2.0821,0.324451,3.1066,3.059506,0.849122,-1.189017,0.063574
2.0806,0.324610,3.1088,3.057427,0.849358,-1.189015,0.063678
2.0791,0.324769,3.1111,3.055351,0.849593,-1.189013,0.063782
2.0776,0.324928,3.1133,3.053278,0.849829,-1.189010,0.063887
2.0761,0.325087,3.1156,3.051208,0.850065,-1.189008,0.063991
2.0746,0.325246,3.1178,3.049141,0.850301,-1.189005,0.064096
2.0731,0.325405,3.1200,3.047078,0.850536,-1.189003,0.064200
2.0716,0.325564,3.1223,3.045017,0.850772,-1.189000,0.064305
2.0701,0.325723,3.1245,3.042959,0.851007,-1.188997,0.064410
2.0686,0.325881,3.1267,3.040905,0.851242,-1.188994,0.064515
2.0671,0.326040,3.1290,3.038854,0.851477,-1.188991,0.064620
2.0656,0.326199,3.1312,3.036805,0.851712,-1.188987,0.064725
2.0641,0.326358,3.1334,3.034760,0.851947,-1.188984,0.064830
2.0626,0.326516,3.1357,3.032717,0.852182,-1.188980,0.064935
2.0611,0.326675,3.1379,3.030678,0.852417,-1.188977,0.065040
2.0597,0.326834,3.1401,3.028642,0.852652,-1.188973,0.065146
2.0582,0.326992,3.1424,3.026609,0.852886,-1.188969,0.065251
2.0567,0.327151,3.1446,3.024578,0.853121,-1.188964,0.065357
2.0552,0.327309,3.1468,3.022551,0.853355,-1.188960,0.065463
2.0537,0.327468,3.1491,3.020527,0.853589,-1.188956,0.065568
2.0523,0.327626,3.1513,3.018505,0.853823,-1.188951,0.065674
2.0508,0.327785,3.1535,3.016487,0.854057,-1.188946,0.065780
2.0493,0.327943,3.1558,3.014472,0.854291,-1.188942,0.065886
2.0478,0.328102,3.1580,3.012459,0.854525,-1.188937,0.065992
2.0464,0.328260,3.1602,3.010450,0.854759,-1.188931,0.066099
2.0449,0.328418,3.1625,3.008444,0.854993,-1.188926,0.066205
2.0434,0.328577,3.1647,3.006440,0.855226,-1.188921,0.066311
2.0420,0.328735,3.1670,3.004439,0.855460,-1.188915,0.066418
2.0405,0.328893,3.1692,3.002442,0.855693,-1.188910,0.066524
2.0390,0.329052,3.1714,3.000447,0.855926,-1.188904,0.066631
2.0376,0.329210,3.1737,2.998455,0.856160,-1.188898,0.066738
2.0361,0.329368,3.1759,2.996466,0.856393,-1.188892,0.066844
2.0347,0.329526,3.1781,2.994480,0.856626,-1.188886,0.066951
2.0332,0.329684,3.1804,2.992497,0.856858,-1.188879,0.067058
2.0318,0.329842,3.1826,2.990517,0.857091,-1.188873,0.067165
2.0303,0.330000,3.1848,2.988540,0.857324,-1.188866,0.067273
2.0288,0.330158,3.1871,2.986566,0.857556,-1.188859,0.067380
2.0274,0.330316,3.1893,2.984594,0.857789,-1.188853,0.067487
2.0260,0.330474,3.1915,2.982625,0.858021,-1.188846,0.067595
2.0245,0.330632,3.1938,2.980660,0.858254,-1.188838,0.067702
2.0231,0.330790,3.1960,2.978697,0.858486,-1.188831,0.067810
2.0216,0.330948,3.1982,2.976737,0.858718,-1.188824,0.067917
2.0202,0.331106,3.2005,2.974779,0.858950,-1.188816,0.068025
2.0187,0.331264,3.2027,2.972825,0.859182,-1.188808,0.068133
2.0173,0.331421,3.2049,2.970874,0.859414,-1.188801,0.068241
2.0159,0.331579,3.2072,2.968925,0.859645,-1.188793,0.068349
2.0144,0.331737,3.2094,2.966979,0.859877,-1.188785,0.068457
2.0130,0.331895,3.2117,2.965036,0.860108,-1.188776,0.068565
2.0116,0.332052,3.2139,2.963096,0.860340,-1.188768,0.068674
2.0101,0.332210,3.2161,2.961158,0.860571,-1.188760,0.068782
2.0087,0.332368,3.2184,2.959224,0.860802,-1.188751,0.068890
2.0073,0.332525,3.2206,2.957292,0.861033,-1.188742,0.068999
2.0059,0.332683,3.2228,2.955363,0.861264,-1.188733,0.069108
2.0044,0.332840,3.2251,2.953437,0.861495,-1.188724,0.069216
2.0030,0.332998,3.2273,2.951513,0.861726,-1.188715,0.069325
2.0016,0.333155,3.2295,2.949592,0.861957,-1.188706,0.069434
2.0002,0.333313,3.2318,2.947675,0.862187,-1.188696,0.069543
1.9988,0.333470,3.2340,2.945759,0.862418,-1.188687,0.069652
1.9974,0.333628,3.2362,2.943847,0.862648,-1.188677,0.069761
1.9959,0.333785,3.2385,2.941937,0.862878,-1.188667,0.069870
1.9945,0.333942,3.2407,2.940030,0.863109,-1.188657,0.069980
1.9931,0.334100,3.2429,2.938126,0.863339,-1.188647,0.070089
1.9917,0.334257,3.2452,2.936225,0.863569,-1.188637,0.070199
1.9903,0.334414,3.2474,2.934326,0.863799,-1.188627,0.070308
1.9889,0.334572,3.2496,2.932430,0.864028,-1.188616,0.070418
1.9875,0.334729,3.2519,2.930537,0.864258,-1.188606,0.070528
1.9861,0.334886,3.2541,2.928646,0.864488,-1.188595,0.070638
1.9847,0.335043,3.2564,2.926758,0.864717,-1.188584,0.070748
1.9833,0.335200,3.2586,2.924873,0.864947,-1.188573,0.070858
1.9819,0.335357,3.2608,2.922991,0.865176,-1.188562,0.070968
1.9805,0.335514,3.2631,2.921111,0.865405,-1.188551,0.071078
1.9791,0.335671,3.2653,2.919234,0.865634,-1.188539,0.071188
1.9777,0.335828,3.2675,2.917359,0.865863,-1.188528,0.071298
1.9763,0.335985,3.2698,2.915488,0.866092,-1.188516,0.071409
1.9749,0.336142,3.2720,2.913619,0.866321,-1.188504,0.071519
1.9735,0.336299,3.2742,2.911752,0.866549,-1.188493,0.071630
1.9722,0.336456,3.2765,2.909889,0.866778,-1.188481,0.071741
1.9708,0.336613,3.2787,2.908027,0.867007,-1.188468,0.071852
1.9694,0.336770,3.2809,2.906169,0.867235,-1.188456,0.071962
1.9680,0.336927,3.2832,2.904313,0.867463,-1.188444,0.072073
1.9666,0.337084,3.2854,2.902460,0.867691,-1.188431,0.072184
1.9652,0.337240,3.2876,2.900609,0.867919,-1.188418,0.072296
1.9639,0.337397,3.2899,2.898761,0.868147,-1.188406,0.072407
1.9625,0.337554,3.2921,2.896916,0.868375,-1.188393,0.072518
1.9611,0.337710,3.2943,2.895073,0.868603,-1.188380,0.072630
1.9597,0.337867,3.2966,2.893233,0.868831,-1.188366,0.072741
1.9584,0.338024,3.2988,2.891396,0.869058,-1.188353,0.072853
1.9570,0.338180,3.3011,2.889561,0.869286,-1.188340,0.072964
1.9556,0.338337,3.3033,2.887729,0.869513,-1.188326,0.073076
1.9543,0.338493,3.3055,2.885899,0.869740,-1.188312,0.073188
1.9529,0.338650,3.3078,2.884072,0.869968,-1.188298,0.073300
1.9515,0.338806,3.3100,2.882247,0.870195,-1.188285,0.073412
1.9502,0.338963,3.3122,2.880425,0.870422,-1.188270,0.073524
1.9488,0.339119,3.3145,2.878606,0.870649,-1.188256,0.073636
1.9475,0.339276,3.3167,2.876789,0.870875,-1.188242,0.073748
1.9461,0.339432,3.3189,2.874975,0.871102,-1.188227,0.073860
1.9447,0.339589,3.3212,2.873163,0.871329,-1.188213,0.073973
1.9434,0.339745,3.3234,2.871354,0.871555,-1.188198,0.074085
1.9420,0.339901,3.3256,2.869547,0.871781,-1.188183,0.074198
1.9407,0.340058,3.3279,2.867743,0.872008,-1.188168,0.074311
1.9393,0.340214,3.3301,2.865941,0.872234,-1.188153,0.074423
1.9380,0.340370,3.3323,2.864142,0.872460,-1.188138,0.074536
1.9366,0.340526,3.3346,2.862346,0.872686,-1.188122,0.074649
1.9353,0.340682,3.3368,2.860552,0.872912,-1.188107,0.074762
1.9339,0.340839,3.3390,2.858760,0.873137,-1.188091,0.074875
1.9326,0.340995,3.3413,2.856971,0.873363,-1.188076,0.074988
1.9313,0.341151,3.3435,2.855184,0.873589,-1.188060,0.075102
1.9299,0.341307,3.3458,2.853400,0.873814,-1.188044,0.075215
1.9286,0.341463,3.3480,2.851619,0.874039,-1.188027,0.075328
1.9272,0.341619,3.3502,2.849840,0.874265,-1.188011,0.075442
1.9259,0.341775,3.3525,2.848063,0.874490,-1.187995,0.075556
1.9246,0.341931,3.3547,2.846289,0.874715,-1.187978,0.075669
1.9232,0.342087,3.3569,2.844517,0.874940,-1.187962,0.075783
1.9219,0.342243,3.3592,2.842748,0.875164,-1.187945,0.075897
1.9206,0.342399,3.3614,2.840982,0.875389,-1.187928,0.076011
1.9192,0.342555,3.3636,2.839217,0.875614,-1.187911,0.076125
1.9179,0.342710,3.3659,2.837455,0.875838,-1.187894,0.076239
1.9166,0.342866,3.3681,2.835696,0.876063,-1.187877,0.076353
1.9153,0.343022,3.3703,2.833939,0.876287,-1.187859,0.076467
1.9139,0.343178,3.3726,2.832185,0.876511,-1.187842,0.076582
1.9126,0.343334,3.3748,2.830433,0.876735,-1.187824,0.076696
1.9113,0.343489,3.3770,2.828683,0.876959,-1.187806,0.076811
1.9100,0.343645,3.3793,2.826936,0.877183,-1.187788,0.076925
1.9087,0.343801,3.3815,2.825191,0.877407,-1.187770,0.077040
1.9073,0.343956,3.3837,2.823449,0.877631,-1.187752,0.077155
1.9060,0.344112,3.3860,2.821709,0.877854,-1.187734,0.077270
1.9047,0.344267,3.3882,2.819971,0.878078,-1.187716,0.077385
1.9034,0.344423,3.3905,2.818236,0.878301,-1.187697,0.077500
1.9021,0.344579,3.3927,2.816503,0.878525,-1.187678,0.077615
1.9008,0.344734,3.3949,2.814773,0.878748,-1.187660,0.077730
1.8995,0.344890,3.3972,2.813045,0.878971,-1.187641,0.077845
1.8982,0.345045,3.3994,2.811319,0.879194,-1.187622,0.077961
1.8969,0.345200,3.4016,2.809596,0.879417,-1.187603,0.078076
1.8956,0.345356,3.4039,2.807875,0.879640,-1.187583,0.078192
1.8943,0.345511,3.4061,2.806156,0.879862,-1.187564,0.078307
1.8930,0.345667,3.4083,2.804440,0.880085,-1.187544,0.078423
1.8917,0.345822,3.4106,2.802726,0.880307,-1.187525,0.078539
1.8904,0.345977,3.4128,2.801015,0.880530,-1.187505,0.078655
1.8891,0.346132,3.4150,2.799306,0.880752,-1.187485,0.078771
1.8878,0.346288,3.4173,2.797599,0.880974,-1.187465,0.078887
1.8865,0.346443,3.4195,2.795894,0.881196,-1.187445,0.079003
1.8852,0.346598,3.4217,2.794192,0.881418,-1.187425,0.079119
1.8839,0.346753,3.4240,2.792492,0.881640,-1.187404,0.079235
1.8826,0.346909,3.4262,2.790795,0.881862,-1.187384,0.079352
1.8813,0.347064,3.4284,2.789100,0.882083,-1.187363,0.079468
1.8800,0.347219,3.4307,2.787407,0.882305,-1.187343,0.079585
1.8787,0.347374,3.4329,2.785716,0.882526,-1.187322,0.079701
1.8775,0.347529,3.4352,2.784028,0.882748,-1.187301,0.079818
1.8762,0.347684,3.4374,2.782342,0.882969,-1.187280,0.079935
1.8749,0.347839,3.4396,2.780659,0.883190,-1.187259,0.080052
1.8736,0.347994,3.4419,2.778977,0.883411,-1.187237,0.080168
1.8723,0.348149,3.4441,2.777298,0.883632,-1.187216,0.080286
1.8711,0.348304,3.4463,2.775622,0.883853,-1.187194,0.080403
1.8698,0.348459,3.4486,2.773947,0.884073,-1.187172,0.080520
1.8685,0.348614,3.4508,2.772275,0.884294,-1.187151,0.080637
1.8672,0.348768,3.4530,2.770605,0.884515,-1.187129,0.080754
1.8660,0.348923,3.4553,2.768937,0.884735,-1.187107,0.080872
1.8647,0.349078,3.4575,2.767272,0.884955,-1.187084,0.080989
1.8634,0.349233,3.4597,2.765609,0.885175,-1.187062,0.081107
1.8622,0.349388,3.4620,2.763948,0.885395,-1.187040,0.081225
1.8609,0.349542,3.4642,2.762289,0.885615,-1.187017,0.081343
1.8596,0.349697,3.4664,2.760633,0.885835,-1.186994,0.081460
1.8584,0.349852,3.4687,2.758978,0.886055,-1.186972,0.081578
1.8571,0.350006,3.4709,2.757326,0.886275,-1.186949,0.081696
1.8558,0.350161,3.4731,2.755677,0.886494,-1.186926,0.081815
1.8546,0.350316,3.4754,2.754029,0.886714,-1.186903,0.081933
1.8533,0.350470,3.4776,2.752384,0.886933,-1.186879,0.082051
1.8521,0.350625,3.4799,2.750741,0.887152,-1.186856,0.082169
1.8508,0.350779,3.4821,2.749100,0.887372,-1.186832,0.082288
1.8495,0.350934,3.4843,2.747461,0.887591,-1.186809,0.082406
1.8483,0.351088,3.4866,2.745825,0.887810,-1.186785,0.082525
1.8470,0.351243,3.4888,2.744191,0.888028,-1.186761,0.082644
1.8458,0.351397,3.4910,2.742559,0.888247,-1.186737,0.082762
1.8445,0.351552,3.4933,2.740929,0.888466,-1.186713,0.082881
1.8433,0.351706,3.4955,2.739301,0.888684,-1.186689,0.083000
1.8420,0.351861,3.4977,2.737676,0.888903,-1.186664,0.083119
1.8408,0.352015,3.5000,2.736052,0.889121,-1.186640,0.083238
1.8395,0.352169,3.5022,2.734431,0.889339,-1.186615,0.083357
1.8383,0.352324,3.5044,2.732812,0.889557,-1.186591,0.083477
1.8371,0.352478,3.5067,2.731196,0.889775,-1.186566,0.083596
1.8358,0.352632,3.5089,2.729581,0.889993,-1.186541,0.083715
1.8346,0.352786,3.5111,2.727968,0.890211,-1.186516,0.083835
1.8333,0.352941,3.5134,2.726358,0.890429,-1.186491,0.083955
1.8321,0.353095,3.5156,2.724750,0.890646,-1.186465,0.084074
1.8309,0.353249,3.5178,2.723144,0.890864,-1.186440,0.084194
1.8296,0.353403,3.5201,2.721540,0.891081,-1.186414,0.084314
1.8284,0.353557,3.5223,2.719938,0.891298,-1.186389,0.084434
1.8272,0.353711,3.5245,2.718339,0.891516,-1.186363,0.084554
1.8259,0.353865,3.5268,2.716741,0.891733,-1.186337,0.084674
1.8247,0.354019,3.5290,2.715146,0.891950,-1.186311,0.084794
1.8235,0.354173,3.5313,2.713553,0.892166,-1.186285,0.084914
1.8222,0.354327,3.5335,2.711962,0.892383,-1.186259,0.085035
1.8210,0.354481,3.5357,2.710373,0.892600,-1.186232,0.085155
1.8198,0.354635,3.5380,2.708786,0.892816,-1.186206,0.085275
1.8186,0.354789,3.5402,2.707201,0.893033,-1.186179,0.085396
1.8174,0.354943,3.5424,2.705618,0.893249,-1.186153,0.085517
1.8161,0.355097,3.5447,2.704038,0.893465,-1.186126,0.085637
1.8149,0.355251,3.5469,2.702459,0.893681,-1.186099,0.085758
1.8137,0.355405,3.5491,2.700883,0.893897,-1.186072,0.085879
1.8125,0.355558,3.5514,2.699308,0.894113,-1.186045,0.086000
1.8113,0.355712,3.5536,2.697736,0.894329,-1.186017,0.086121
1.8100,0.355866,3.5558,2.696166,0.894545,-1.185990,0.086242
1.8088,0.356020,3.5581,2.694598,0.894760,-1.185962,0.086363
1.8076,0.356174,3.5603,2.693032,0.894976,-1.185935,0.086485
1.8064,0.356327,3.5625,2.691468,0.895191,-1.185907,0.086606
1.8052,0.356481,3.5648,2.689906,0.895406,-1.185879,0.086728
1.8040,0.356635,3.5670,2.688346,0.895622,-1.185851,0.086849
1.8028,0.356788,3.5692,2.686788,0.895837,-1.185823,0.086971
1.8016,0.356942,3.5715,2.685233,0.896052,-1.185795,0.087092
1.8004,0.357095,3.5737,2.683679,0.896266,-1.185767,0.087214
1.7992,0.357249,3.5760,2.682127,0.896481,-1.185738,0.087336
1.7980,0.357402,3.5782,2.680578,0.896696,-1.185710,0.087458
1.7968,0.357556,3.5804,2.679030,0.896910,-1.185681,0.087580
1.7956,0.357709,3.5827,2.677485,0.897125,-1.185652,0.087702
1.7944,0.357863,3.5849,2.675941,0.897339,-1.185623,0.087824
1.7932,0.358016,3.5871,2.674400,0.897553,-1.185594,0.087947
1.7920,0.358170,3.5894,2.672860,0.897767,-1.185565,0.088069
1.7908,0.358323,3.5916,2.671323,0.897981,-1.185536,0.088191
1.7896,0.358477,3.5938,2.669787,0.898195,-1.185507,0.088314
1.7884,0.358630,3.5961,2.668254,0.898409,-1.185477,0.088436
1.7872,0.358783,3.5983,2.666722,0.898623,-1.185447,0.088559
1.7860,0.358937,3.6005,2.665193,0.898836,-1.185418,0.088682
1.7848,0.359090,3.6028,2.663666,0.899050,-1.185388,0.088805
1.7836,0.359243,3.6050,2.662140,0.899263,-1.185358,0.088927
1.7824,0.359396,3.6072,2.660617,0.899476,-1.185328,0.089050
1.7813,0.359550,3.6095,2.659095,0.899690,-1.185298,0.089173
1.7801,0.359703,3.6117,2.657576,0.899903,-1.185268,0.089297
1.7789,0.359856,3.6139,2.656058,0.900116,-1.185237,0.089420
1.7777,0.360009,3.6162,2.654543,0.900328,-1.185207,0.089543
1.7765,0.360162,3.6184,2.653029,0.900541,-1.185176,0.089667
1.7753,0.360315,3.6207,2.651518,0.900754,-1.185145,0.089790
1.7742,0.360468,3.6229,2.650008,0.900966,-1.185115,0.089914
1.7730,0.360622,3.6251,2.648500,0.901179,-1.185084,0.090037
1.7718,0.360775,3.6274,2.646995,0.901391,-1.185053,0.090161
1.7706,0.360928,3.6296,2.645491,0.901603,-1.185021,0.090285
1.7695,0.361081,3.6318,2.643989,0.901815,-1.184990,0.090408
1.7683,0.361234,3.6341,2.642489,0.902027,-1.184959,0.090532
1.7671,0.361387,3.6363,2.640991,0.902239,-1.184927,0.090656
1.7659,0.361539,3.6385,2.639496,0.902451,-1.184896,0.090781
1.7648,0.361692,3.6408,2.638001,0.902663,-1.184864,0.090905
1.7636,0.361845,3.6430,2.636509,0.902874,-1.184832,0.091029
1.7624,0.361998,3.6452,2.635019,0.903086,-1.184800,0.091153
1.7613,0.362151,3.6475,2.633531,0.903297,-1.184768,0.091278
1.7601,0.362304,3.6497,2.632045,0.903508,-1.184736,0.091402
1.7590,0.362457,3.6519,2.630560,0.903719,-1.184704,0.091527
1.7578,0.362609,3.6542,2.629078,0.903930,-1.184671,0.091651
1.7566,0.362762,3.6564,2.627597,0.904141,-1.184639,0.091776
1.7555,0.362915,3.6586,2.626119,0.904352,-1.184606,0.091901
1.7543,0.363068,3.6609,2.624642,0.904563,-1.184573,0.092026
1.7532,0.363220,3.6631,2.623167,0.904773,-1.184540,0.092151
1.7520,0.363373,3.6654,2.621694,0.904984,-1.184507,0.092276
1.7508,0.363526,3.6676,2.620223,0.905194,-1.184474,0.092401
1.7497,0.363678,3.6698,2.618754,0.905404,-1.184441,0.092526
1.7485,0.363831,3.6721,2.617286,0.905615,-1.184408,0.092651
1.7474,0.363983,3.6743,2.615821,0.905825,-1.184375,0.092777
1.7462,0.364136,3.6765,2.614357,0.906035,-1.184341,0.092902
1.7451,0.364289,3.6788,2.612896,0.906244,-1.184307,0.093028
1.7439,0.364441,3.6810,2.611436,0.906454,-1.184274,0.093153
1.7428,0.364594,3.6832,2.609978,0.906664,-1.184240,0.093279
1.7416,0.364746,3.6855,2.608522,0.906873,-1.184206,0.093405
1.7405,0.364898,3.6877,2.607068,0.907083,-1.184172,0.093530
1.7393,0.365051,3.6899,2.605615,0.907292,-1.184138,0.093656
1.7382,0.365203,3.6922,2.604165,0.907501,-1.184103,0.093782
1.7371,0.365356,3.6944,2.602716,0.907710,-1.184069,0.093908
1.7359,0.365508,3.6966,2.601269,0.907919,-1.184035,0.094035
1.7348,0.365660,3.6989,2.599824,0.908128,-1.184000,0.094161
1.7336,0.365813,3.7011,2.598381,0.908337,-1.183965,0.094287
1.7325,0.365965,3.7033,2.596940,0.908546,-1.183930,0.094413
1.7314,0.366117,3.7056,2.595501,0.908754,-1.183895,0.094540
1.7302,0.366270,3.7078,2.594063,0.908963,-1.183860,0.094666
1.7291,0.366422,3.7101,2.592627,0.909171,-1.183825,0.094793
1.7280,0.366574,3.7123,2.591193,0.909379,-1.183790,0.094920
1.7268,0.366726,3.7145,2.589761,0.909587,-1.183755,0.095046
1.7257,0.366878,3.7168,2.588331,0.909795,-1.183719,0.095173
1.7246,0.367031,3.7190,2.586903,0.910003,-1.183684,0.095300
1.7234,0.367183,3.7212,2.585476,0.910211,-1.183648,0.095427
1.7223,0.367335,3.7235,2.584051,0.910419,-1.183612,0.095554
1.7212,0.367487,3.7257,2.582628,0.910626,-1.183576,0.095681
1.7201,0.367639,3.7279,2.581207,0.910834,-1.183540,0.095809
1.7189,0.367791,3.7302,2.579787,0.911041,-1.183504,0.095936
1.7178,0.367943,3.7324,2.578370,0.911248,-1.183468,0.096063
1.7167,0.368095,3.7346,2.576954,0.911456,-1.183432,0.096191
1.7156,0.368247,3.7369,2.575540,0.911663,-1.183395,0.096318
1.7144,0.368399,3.7391,2.574127,0.911870,-1.183359,0.096446
1.7133,0.368551,3.7413,2.572717,0.912076,-1.183322,0.096574
1.7122,0.368703,3.7436,2.571308,0.912283,-1.183285,0.096701
1.7111,0.368855,3.7458,2.569901,0.912490,-1.183248,0.096829
1.7100,0.369007,3.7480,2.568496,0.912696,-1.183211,0.096957
1.7089,0.369159,3.7503,2.567093,0.912903,-1.183174,0.097085
1.7077,0.369311,3.7525,2.565691,0.913109,-1.183137,0.097213
1.7066,0.369462,3.7548,2.564291,0.913315,-1.183100,0.097341
1.7055,0.369614,3.7570,2.562893,0.913521,-1.183062,0.097469
1.7044,0.369766,3.7592,2.561497,0.913727,-1.183025,0.097598
1.7033,0.369918,3.7615,2.560102,0.913933,-1.182987,0.097726
1.7022,0.370070,3.7637,2.558709,0.914139,-1.182949,0.097855
1.7011,0.370221,3.7659,2.557318,0.914345,-1.182912,0.097983
1.7000,0.370373,3.7682,2.555929,0.914550,-1.182874,0.098112
1.6989,0.370525,3.7704,2.554541,0.914755,-1.182836,0.098240
1.6978,0.370676,3.7726,2.553155,0.914961,-1.182797,0.098369
1.6967,0.370828,3.7749,2.551771,0.915166,-1.182759,0.098498
1.6956,0.370980,3.7771,2.550389,0.915371,-1.182721,0.098627
1.6945,0.371131,3.7793,2.549008,0.915576,-1.182682,0.098756
1.6934,0.371283,3.7816,2.547629,0.915781,-1.182644,0.098885
1.6923,0.371434,3.7838,2.546252,0.915986,-1.182605,0.099014
1.6912,0.371586,3.7860,2.544876,0.916190,-1.182566,0.099143
1.6901,0.371737,3.7883,2.543502,0.916395,-1.182528,0.099273
1.6890,0.371889,3.7905,2.542130,0.916599,-1.182489,0.099402
1.6879,0.372040,3.7927,2.540760,0.916804,-1.182449,0.099531
